track_id,model_product_label,date_token,result_scope,FSS@1km,FSS@3km,FSS@5km,FSS@10km,mean_fss,iou,dice,source_summary_path,source_pairing_path
C1,OpenDrift deterministic control,2010-05-21,per_date,0.3929240538781627,0.4502826053749162,0.4692022064514385,0.502935699100052,0.45383614120114235,0.2444962572094735,0.3929240538781627,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/phase3c_summary.csv,
C1,OpenDrift deterministic control,2010-05-22,per_date,0.4151056197688322,0.4739006448409186,0.4965901046519223,0.5375688001709893,0.4807912923581656,0.2619137432415441,0.4151056197688322,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/phase3c_summary.csv,
C1,OpenDrift deterministic control,2010-05-23,per_date,0.3623263172375842,0.4081119148971579,0.4258838521947463,0.4620170046732202,0.41458477225067714,0.2212445135140811,0.3623263172375842,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/phase3c_summary.csv,
C1,OpenDrift deterministic control,2010-05-21_to_2010-05-23,event_corridor,0.5032507503688254,0.5522595364660361,0.5699509237431393,0.6018332061372648,0.5568236041788164,0.336229164967235,0.5032507503688254,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/phase3c_summary.csv,
C2,OpenDrift ensemble p50,2010-05-21,per_date,0.4167311853572349,0.444215305254616,0.4597503684845949,0.491068646512929,0.4529413764023437,0.2632093688090879,0.416731185357235,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_summary.csv,
C2,OpenDrift ensemble p90,2010-05-21,per_date,0.4435495637456593,0.4848458416923928,0.503548275306642,0.5399640932860689,0.4929769435076907,0.2849750646818403,0.4435495637456593,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_summary.csv,
C2,OpenDrift ensemble p50,2010-05-22,per_date,0.4886859865025804,0.5278173845318348,0.5503094005366749,0.5962287233937766,0.5407603737412167,0.323351720514841,0.4886859865025804,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_summary.csv,
C2,OpenDrift ensemble p90,2010-05-22,per_date,0.4361287448490923,0.4766774772160339,0.4979199494220134,0.5374651365296192,0.4870478270041897,0.2788776527560176,0.4361287448490923,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_summary.csv,
C2,OpenDrift ensemble p50,2010-05-23,per_date,0.4290579276118764,0.4604353790410878,0.4798621984061918,0.5213871391060373,0.4726856610412983,0.2731214187672934,0.4290579276118764,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_summary.csv,
C2,OpenDrift ensemble p90,2010-05-23,per_date,0.4038649985187211,0.4347767937705259,0.4520240552226734,0.4862824745799448,0.4442370805229663,0.253026841804683,0.4038649985187211,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_summary.csv,
C2,OpenDrift ensemble p50,2010-05-21_to_2010-05-23,event_corridor,0.4997350016107745,0.529937889293113,0.5467342141741067,0.579021336824227,0.5388571104755553,0.3330978208165358,0.4997350016107745,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_summary.csv,
C2,OpenDrift ensemble p90,2010-05-21_to_2010-05-23,event_corridor,0.454211234583316,0.4892338935942897,0.5062105106404822,0.536833105337341,0.4966221860388572,0.2938378417188706,0.4542112345833159,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_summary.csv,
C3,PyGNOME deterministic comparator,2010-05-21,per_date,0.2065990439547627,0.2318178588304653,0.250366977977345,0.2848881994065231,0.24341802004227403,0.1151995839292679,0.2065990439547627,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_summary.csv,
C3,PyGNOME deterministic comparator,2010-05-22,per_date,0.2193739600665557,0.244507867165193,0.2607432764555125,0.2911700057170687,0.25394877735108246,0.1232004672214922,0.2193739600665557,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_summary.csv,
C3,PyGNOME deterministic comparator,2010-05-23,per_date,0.2244364754098361,0.2444718436953005,0.257744231518907,0.2861733216777772,0.2532064680754552,0.1264029544995527,0.224436475409836,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_summary.csv,
C3,PyGNOME deterministic comparator,2010-05-21_to_2010-05-23,event_corridor,0.3197216063069722,0.349499662890653,0.3688947943200658,0.4068381750631135,0.36123855964520113,0.1902789487188886,0.3197216063069721,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_summary.csv,
